Sale_ID,Month,Region,Product,Units_Sold,Unit_Price,Unit_Cost,Revenue,Profit,Profit_Margin_%
2426,Jun,Abu Dhabi,Cloud Storage,5,607.35,387.04,3036.75,1101.54,36.3
2427,Feb,Abu Dhabi,CRM Platform,47,1531.38,974.09,71974.81,26192.69,36.4
2428,Aug,Abu Dhabi,Cloud Storage,10,1410.03,832.12,14100.29,5779.06,41.0
2429,Sep,Dubai,Enterprise Software,20,1143.63,678.08,22872.67,9311.13,40.7
2430,Apr,Riyadh,CRM Platform,43,988.89,598.83,42522.25,16772.47,39.4
2431,Aug,Riyadh,Security Package,10,326.72,210.66,3267.25,1160.7,35.5
2432,Jan,Sharjah,Analytics Suite,25,1708.36,792.44,42708.99,22897.86,53.6
2433,Oct,Ajman,CRM Platform,11,1777.24,1018.11,19549.6,8350.43,42.7
2434,Apr,Ajman,Analytics Suite,34,385.49,250.34,13106.67,4595.18,35.1
2435,Jun,Riyadh,Security Package,16,1764.85,999.31,28237.61,12248.69,43.4
2436,Jan,Ajman,CRM Platform,41,389.34,230.68,15963.03,6505.15,40.8
2437,Nov,Sharjah,Analytics Suite,33,791.89,448.8,26132.48,11322.04,43.3
2438,Feb,Sharjah,Analytics Suite,1,382.04,229.79,382.04,152.24,39.9
2439,Aug,Abu Dhabi,Security Package,15,1263.95,715.91,18959.28,8220.61,43.4
2440,Sep,Dubai,CRM Platform,39,1707.34,843.35,66586.32,33695.64,50.6
2441,Jan,Riyadh,CRM Platform,39,394.04,240.19,15367.4,6000.18,39.0
2442,Feb,Dubai,Security Package,8,1940.11,891.78,15520.91,8386.67,54.0
2443,Jul,Riyadh,Security Package,26,1492.92,612.05,38815.93,22902.71,59.0
2444,Oct,Ajman,CRM Platform,34,267.1,133.46,9081.31,4543.62,50.0
2445,Apr,Ajman,Enterprise Software,37,525.33,292.94,19437.13,8598.4,44.2
2446,May,Sharjah,Enterprise Software,27,1643.41,956.9,44372.11,18535.81,41.8
2447,Nov,Sharjah,Analytics Suite,23,834.28,535.11,19188.47,6881.04,35.9
2448,Jan,Sharjah,CRM Platform,21,1024.77,663.79,21520.13,7580.6,35.2
2449,Apr,Sharjah,Cloud Storage,36,1587.46,852.18,57148.42,26470.04,46.3
2450,Jun,Sharjah,CRM Platform,50,1667.85,1019.35,83392.25,32424.58,38.9
2451,Jun,Dubai,Analytics Suite,40,1168.82,702.8,46752.9,18640.9,39.9
2452,May,Abu Dhabi,Analytics Suite,7,1845.51,779.93,12918.56,7459.07,57.7
2453,Oct,Ajman,Analytics Suite,32,1351.06,795.96,43233.76,17762.97,41.1
2454,Dec,Abu Dhabi,Analytics Suite,32,831.07,499.87,26594.21,10598.47,39.9
2455,Mar,Sharjah,Cloud Storage,21,228.67,102.32,4802.05,2653.39,55.3
2456,Dec,Sharjah,Security Package,42,1208.87,712.26,50772.69,20857.79,41.1
2457,Jul,Riyadh,Cloud Storage,40,1452.14,652.96,58085.8,31967.23,55.0
2458,Nov,Dubai,Security Package,26,1733.98,756.78,45083.37,25407.12,56.4
2459,Jun,Sharjah,Security Package,26,439.46,218.11,11425.91,5755.12,50.4
2460,Oct,Sharjah,Security Package,6,782.91,357.17,4697.43,2554.43,54.4
2461,Sep,Dubai,Cloud Storage,10,1401.54,656.55,14015.38,7449.92,53.2
2462,Dec,Ajman,Cloud Storage,15,641.63,292.88,9624.5,5231.32,54.4
2463,Jan,Abu Dhabi,Cloud Storage,19,638.62,258.77,12133.86,7217.3,59.5
2464,Aug,Riyadh,CRM Platform,27,1201.38,780.41,32437.27,11366.24,35.0
2465,Mar,Abu Dhabi,CRM Platform,34,1245.61,693.57,42350.81,18769.3,44.3
2466,Dec,Ajman,Analytics Suite,24,1646.17,766.93,39508.01,21101.65,53.4
2467,Apr,Sharjah,Analytics Suite,21,1172.66,491.65,24625.95,14301.27,58.1
2468,Dec,Abu Dhabi,Analytics Suite,16,1632.0,889.02,26112.04,11887.78,45.5
2469,Dec,Dubai,Security Package,31,1163.65,495.95,36073.08,20698.67,57.4
2470,Dec,Riyadh,Cloud Storage,23,1491.62,837.16,34307.17,15052.56,43.9
2471,Aug,Riyadh,Cloud Storage,18,1233.67,509.87,22206.0,13028.25,58.7
2472,Aug,Riyadh,CRM Platform,38,985.13,628.8,37435.0,13540.58,36.2
2473,Sep,Abu Dhabi,Enterprise Software,29,1206.19,499.83,34979.59,20484.52,58.6
2474,Dec,Sharjah,CRM Platform,10,314.8,153.81,3147.98,1609.87,51.1
2475,May,Sharjah,Security Package,47,249.64,137.16,11733.01,5286.49,45.1
2476,Jul,Ajman,Cloud Storage,14,1391.24,664.26,19477.38,10177.78,52.3
2477,Apr,Sharjah,Analytics Suite,37,1637.15,862.76,60574.53,28652.43,47.3
2478,Sep,Ajman,Cloud Storage,44,1256.37,773.53,55280.3,21245.13,38.4
2479,Dec,Riyadh,Enterprise Software,49,845.03,363.3,41406.43,23604.94,57.0
2480,Feb,Dubai,Security Package,34,944.68,415.94,32119.14,17977.02,56.0
2481,Oct,Abu Dhabi,Cloud Storage,50,1565.88,696.56,78293.89,43466.01,55.5
2482,Nov,Abu Dhabi,Enterprise Software,32,1511.6,730.02,48371.23,25010.46,51.7
2483,Oct,Dubai,CRM Platform,45,1908.25,948.14,85871.42,43205.11,50.3
2484,Dec,Ajman,CRM Platform,31,449.32,218.29,13928.83,7161.87,51.4
2485,Jun,Dubai,Analytics Suite,12,1473.07,912.96,17676.88,6721.35,38.0
2486,Mar,Ajman,Enterprise Software,17,922.57,421.3,15683.69,8521.57,54.3
2487,Aug,Dubai,Analytics Suite,49,369.25,171.5,18093.26,9689.99,53.6
2488,Sep,Riyadh,Enterprise Software,4,1428.88,605.66,5715.51,3292.86,57.6
2489,Jan,Dubai,Security Package,1,788.35,375.7,788.35,412.65,52.3
2490,Jun,Riyadh,Security Package,5,1920.28,858.6,9601.41,5308.42,55.3
2491,Mar,Riyadh,CRM Platform,35,593.07,288.42,20757.55,10662.91,51.4
2492,Jun,Abu Dhabi,Security Package,37,518.47,264.51,19183.42,9396.53,49.0
2493,Mar,Abu Dhabi,Security Package,29,254.62,104.31,7383.84,4358.73,59.0
2494,May,Riyadh,Enterprise Software,19,393.99,224.88,7485.9,3213.26,42.9
2495,Mar,Riyadh,Security Package,7,1095.77,603.63,7670.4,3444.96,44.9
2496,Aug,Riyadh,Analytics Suite,43,1186.36,589.87,51013.69,25649.1,50.3
2497,Nov,Ajman,Enterprise Software,36,317.83,146.7,11442.04,6160.9,53.8
2498,Aug,Abu Dhabi,Cloud Storage,13,1629.3,668.66,21180.86,12488.29,59.0
2499,Nov,Dubai,CRM Platform,46,1558.3,853.61,71681.83,32415.72,45.2
2500,Nov,Riyadh,Enterprise Software,42,777.0,413.23,32633.81,15278.03,46.8
2501,Sep,Riyadh,Security Package,26,1562.46,876.23,40624.02,17842.08,43.9
2502,Mar,Sharjah,Analytics Suite,29,1574.34,745.04,45655.88,24049.7,52.7
2503,Jul,Ajman,CRM Platform,25,348.3,141.4,8707.5,5172.62,59.4
2504,Sep,Dubai,Analytics Suite,31,1297.39,618.17,40219.21,21055.79,52.4
2505,Sep,Sharjah,Enterprise Software,3,538.54,227.42,1615.63,933.35,57.8
2506,Sep,Riyadh,Security Package,12,1353.68,791.65,16244.14,6744.34,41.5
2507,Jan,Riyadh,Enterprise Software,20,892.82,435.65,17856.45,9143.55,51.2
2508,Nov,Riyadh,Enterprise Software,28,1529.37,812.09,42822.42,20083.88,46.9
2509,Jun,Abu Dhabi,Security Package,44,1458.53,915.47,64175.3,23894.68,37.2
2510,Mar,Dubai,CRM Platform,15,1482.34,619.97,22235.09,12935.46,58.2
2511,Apr,Abu Dhabi,CRM Platform,37,1352.76,546.38,50052.05,29836.12,59.6
2512,Dec,Ajman,Cloud Storage,8,1863.76,747.71,14910.1,8928.39,59.9
2513,Mar,Abu Dhabi,Analytics Suite,25,1687.83,832.01,42195.75,21395.53,50.7
2514,Mar,Ajman,Enterprise Software,10,1277.75,709.72,12777.53,5680.37,44.5
2515,Nov,Sharjah,CRM Platform,37,1478.31,924.72,54697.48,20483.01,37.4
2516,Nov,Sharjah,Cloud Storage,48,1844.73,926.61,88546.81,44069.67,49.8
2517,Jul,Dubai,CRM Platform,25,700.56,438.04,17513.9,6563.0,37.5
2518,Oct,Ajman,Analytics Suite,1,1327.77,662.38,1327.77,665.39,50.1
2519,Nov,Ajman,Cloud Storage,45,601.35,336.4,27060.94,11923.07,44.1
2520,Aug,Dubai,Cloud Storage,5,530.05,255.4,2650.23,1373.23,51.8
2521,May,Sharjah,CRM Platform,35,715.59,439.28,25045.65,9670.7,38.6
2522,Feb,Sharjah,Enterprise Software,26,1681.18,1044.02,43710.67,16566.05,37.9
2523,Aug,Dubai,Security Package,13,428.81,278.25,5574.49,1957.26,35.1
2524,Feb,Ajman,CRM Platform,8,611.56,372.0,4892.49,1916.52,39.2
2525,Dec,Abu Dhabi,Enterprise Software,5,635.15,351.77,3175.77,1416.93,44.6
2526,Aug,Ajman,Cloud Storage,39,1584.43,896.34,61792.68,26835.38,43.4
2527,Apr,Riyadh,Cloud Storage,47,772.26,418.72,36296.14,16616.36,45.8
2528,May,Abu Dhabi,Analytics Suite,12,830.21,373.73,9962.53,5477.78,55.0
2529,Jul,Dubai,CRM Platform,10,1904.28,1002.41,19042.78,9018.69,47.4
2530,Nov,Abu Dhabi,Cloud Storage,13,804.6,466.91,10459.79,4390.02,42.0
2531,Feb,Dubai,CRM Platform,16,1282.99,605.51,20527.81,10839.68,52.8
2532,Sep,Abu Dhabi,Cloud Storage,21,302.08,172.55,6343.76,2720.26,42.9
2533,Sep,Ajman,Security Package,2,1313.46,581.18,2626.91,1464.56,55.8
2534,Jan,Sharjah,Analytics Suite,10,1822.74,1040.93,18227.35,7818.09,42.9
2535,Jan,Dubai,CRM Platform,37,305.15,151.62,11290.61,5680.51,50.3
2536,Apr,Riyadh,Enterprise Software,49,1330.92,719.91,65214.88,29939.52,45.9
2537,Nov,Dubai,Enterprise Software,31,1886.98,1058.97,58496.37,25668.35,43.9
2538,Jul,Sharjah,Security Package,29,1838.43,844.61,53314.58,28820.94,54.1
2539,May,Ajman,Security Package,23,1964.24,1098.35,45177.43,19915.37,44.1
2540,Aug,Ajman,Cloud Storage,35,1783.0,812.98,62404.99,33950.81,54.4
2541,Jul,Sharjah,Cloud Storage,17,1787.49,879.48,30387.29,15436.15,50.8
2542,May,Dubai,CRM Platform,10,276.6,139.02,2765.99,1375.82,49.7
2543,Jul,Riyadh,Cloud Storage,9,1712.24,835.98,15410.19,7886.39,51.2
2544,Jul,Ajman,CRM Platform,30,1520.21,776.79,45606.26,22302.68,48.9
2545,Jun,Ajman,CRM Platform,22,786.82,393.19,17310.03,8659.85,50.0
2546,Apr,Riyadh,Cloud Storage,14,1482.66,803.75,20757.26,9504.82,45.8
2547,Aug,Riyadh,Analytics Suite,36,1752.39,1047.96,63086.03,25359.35,40.2
2548,Apr,Sharjah,Analytics Suite,26,454.4,194.1,11814.31,6767.68,57.3
2549,Oct,Ajman,Analytics Suite,27,291.59,132.47,7873.05,4296.36,54.6
2550,Nov,Riyadh,Cloud Storage,25,1886.82,958.4,47170.49,23210.43,49.2
2551,Dec,Ajman,Enterprise Software,14,894.75,507.1,12526.46,5427.11,43.3
2552,Mar,Sharjah,Security Package,42,923.38,549.84,38781.86,15688.63,40.5
2553,Jul,Abu Dhabi,Cloud Storage,21,1043.44,643.81,21912.32,8392.25,38.3
2554,Jun,Abu Dhabi,CRM Platform,40,1879.44,1039.48,75177.46,33598.22,44.7
2555,Feb,Dubai,Enterprise Software,6,238.64,150.35,1431.83,529.72,37.0
2556,Feb,Dubai,Analytics Suite,21,1876.81,918.09,39413.07,20133.22,51.1
2557,May,Abu Dhabi,Cloud Storage,5,853.29,535.28,4266.46,1590.06,37.3
2558,Aug,Riyadh,CRM Platform,22,1466.49,692.82,32262.69,17020.66,52.8
2559,Mar,Dubai,Security Package,10,493.86,212.17,4938.62,2816.94,57.0
2560,Mar,Riyadh,CRM Platform,36,1194.18,617.86,42990.41,20747.52,48.3
2561,Feb,Sharjah,Cloud Storage,43,1901.72,1192.94,81774.1,30477.52,37.3
2562,Mar,Dubai,Enterprise Software,25,1051.06,545.73,26276.59,12633.26,48.1
2563,Dec,Dubai,Security Package,24,1875.7,1024.55,45016.7,20427.55,45.4
2564,Jan,Abu Dhabi,CRM Platform,32,1903.89,1031.33,60924.39,27921.91,45.8
2565,Jun,Sharjah,Enterprise Software,5,519.02,288.58,2595.12,1152.21,44.4
2566,Feb,Ajman,Cloud Storage,43,554.84,309.91,23858.0,10531.98,44.1
2567,Jun,Sharjah,Enterprise Software,39,1970.43,1031.89,76846.68,36603.04,47.6
2568,Jul,Riyadh,Security Package,11,857.39,397.12,9431.28,5062.91,53.7
2569,Sep,Riyadh,Analytics Suite,2,1081.3,677.38,2162.59,807.83,37.4
2570,Dec,Dubai,Cloud Storage,20,673.6,437.19,13472.08,4728.18,35.1
2571,May,Sharjah,Enterprise Software,48,1991.17,1123.37,95576.35,41654.72,43.6
2572,Sep,Dubai,Analytics Suite,3,435.17,280.49,1305.51,464.03,35.5
2573,Dec,Riyadh,Enterprise Software,37,234.58,116.16,8679.53,4381.71,50.5
2574,Jul,Ajman,CRM Platform,3,1451.52,678.69,4354.56,2318.49,53.2
2575,Jun,Ajman,Analytics Suite,33,1736.53,1035.02,57305.42,23149.67,40.4
2576,Mar,Ajman,Analytics Suite,23,1494.41,804.14,34371.45,15876.32,46.2
2577,May,Ajman,Analytics Suite,6,1844.04,1161.18,11064.26,4097.16,37.0
2578,Sep,Dubai,Analytics Suite,8,241.41,104.32,1931.31,1096.73,56.8
2579,Feb,Dubai,Cloud Storage,12,872.1,382.42,10465.19,5876.19,56.1
2580,Feb,Abu Dhabi,Enterprise Software,1,1501.59,877.12,1501.59,624.47,41.6
2581,Feb,Sharjah,Security Package,10,1248.96,801.1,12489.59,4478.63,35.9
2582,Nov,Ajman,Analytics Suite,7,1302.62,539.34,9118.32,5342.96,58.6
2583,Dec,Abu Dhabi,Cloud Storage,6,534.03,309.51,3204.21,1347.17,42.0
2584,Jul,Dubai,Enterprise Software,44,619.54,255.56,27259.6,16015.02,58.8
2585,Jun,Dubai,CRM Platform,41,1152.8,598.32,47264.81,22733.85,48.1
2586,Oct,Abu Dhabi,CRM Platform,46,534.92,252.49,24606.17,12991.67,52.8
2587,Aug,Riyadh,Enterprise Software,12,1113.65,467.61,13363.82,7752.49,58.0
2588,Mar,Abu Dhabi,Analytics Suite,35,1235.78,552.81,43252.35,23904.0,55.3
2589,Apr,Dubai,Enterprise Software,12,1727.51,1017.63,20730.11,8518.59,41.1
2590,Jul,Abu Dhabi,Cloud Storage,41,1704.87,808.42,69899.78,36754.71,52.6
2591,Nov,Ajman,Security Package,19,592.86,274.34,11264.43,6051.96,53.7
2592,Sep,Sharjah,Cloud Storage,1,1378.72,885.18,1378.72,493.53,35.8
2593,Mar,Sharjah,Analytics Suite,5,310.92,162.76,1554.58,740.79,47.7
2594,Jul,Dubai,Security Package,6,1413.26,882.81,8479.58,3182.73,37.5
2595,Dec,Ajman,Enterprise Software,44,358.82,196.29,15787.95,7151.39,45.3
2596,Nov,Sharjah,Security Package,5,1224.56,712.43,6122.81,2560.64,41.8
2597,Jun,Sharjah,CRM Platform,48,1659.74,817.6,79667.41,40422.38,50.7
2598,Jun,Sharjah,CRM Platform,35,1998.38,894.42,69943.14,38638.6,55.2
2599,Jan,Riyadh,Cloud Storage,45,835.21,431.17,37584.49,18182.02,48.4
2600,Jul,Ajman,Analytics Suite,30,1763.63,910.21,52908.85,25602.69,48.4
2601,Dec,Abu Dhabi,Cloud Storage,49,894.02,569.85,43806.76,15883.96,36.3
2602,Jul,Abu Dhabi,Analytics Suite,41,468.89,230.43,19224.53,9777.07,50.9
2603,Mar,Ajman,Cloud Storage,38,1902.88,864.38,72309.34,39462.93,54.6
2604,Aug,Dubai,CRM Platform,10,687.6,309.04,6876.02,3785.67,55.1
2605,Mar,Ajman,CRM Platform,20,1693.6,1038.95,33872.01,13093.1,38.7
2606,Apr,Sharjah,Cloud Storage,32,1292.28,678.17,41353.12,19651.66,47.5
2607,Aug,Ajman,Cloud Storage,43,307.57,196.95,13225.46,4756.41,36.0
2608,Dec,Dubai,Analytics Suite,31,1294.07,563.4,40116.22,22650.85,56.5
2609,Apr,Riyadh,CRM Platform,27,1082.91,692.21,29238.63,10548.88,36.1
2610,Nov,Abu Dhabi,Analytics Suite,20,1431.3,726.03,28626.07,14105.52,49.3
2611,Mar,Dubai,Security Package,34,707.41,411.14,24052.1,10073.28,41.9
2612,Oct,Abu Dhabi,Analytics Suite,31,313.62,160.5,9722.37,4746.76,48.8
2613,Apr,Ajman,Cloud Storage,21,1438.91,902.97,30217.05,11254.75,37.2
2614,May,Sharjah,CRM Platform,36,813.36,486.76,29281.08,11757.68,40.2
2615,Jun,Abu Dhabi,Cloud Storage,41,1230.09,772.31,50433.89,18769.21,37.2
2616,Apr,Riyadh,Security Package,16,1079.46,558.55,17271.33,8334.49,48.3
2617,Sep,Dubai,Analytics Suite,7,891.46,389.65,6240.21,3512.68,56.3
2618,Sep,Sharjah,Enterprise Software,32,1032.84,645.64,33050.9,12390.53,37.5
2619,Aug,Sharjah,Enterprise Software,25,1599.38,956.14,39984.49,16080.95,40.2
2620,Jun,Sharjah,Cloud Storage,50,306.24,141.37,15311.91,8243.22,53.8
2621,Jun,Dubai,Analytics Suite,40,1068.6,466.47,42743.82,24084.86,56.3
2622,Aug,Sharjah,Analytics Suite,21,1288.59,688.21,27060.34,12608.02,46.6
2623,Oct,Abu Dhabi,Security Package,8,732.12,303.93,5856.92,3425.48,58.5
2624,Sep,Abu Dhabi,Security Package,19,646.81,319.52,12289.35,6218.38,50.6
2625,May,Dubai,Analytics Suite,14,459.31,186.63,6430.3,3817.54,59.4
2626,Jun,Ajman,Enterprise Software,30,1596.43,1034.88,47893.03,16846.62,35.2
2627,Sep,Ajman,CRM Platform,11,1268.92,748.18,13958.13,5728.2,41.0
2628,Aug,Dubai,Analytics Suite,18,556.01,306.71,10008.09,4487.27,44.8
2629,Oct,Sharjah,Cloud Storage,9,781.05,315.73,7029.42,4187.85,59.6
2630,Sep,Dubai,Analytics Suite,31,863.88,413.64,26780.27,13957.42,52.1
2631,Jan,Ajman,Security Package,41,981.67,472.15,40248.36,20890.06,51.9
2632,Oct,Abu Dhabi,Analytics Suite,49,262.16,123.41,12845.9,6798.98,52.9
2633,Jan,Riyadh,Security Package,33,300.55,174.11,9918.04,4172.34,42.1
2634,Feb,Abu Dhabi,CRM Platform,5,451.84,192.29,2259.2,1297.77,57.4
2635,Feb,Abu Dhabi,Cloud Storage,49,848.57,415.18,41579.95,21236.12,51.1
2636,Jun,Dubai,CRM Platform,49,325.24,162.66,15936.65,7966.09,50.0
2637,Jul,Dubai,Security Package,42,1621.51,930.17,68103.49,29036.15,42.6
2638,Apr,Riyadh,Enterprise Software,29,486.31,287.26,14102.96,5772.47,40.9
2639,Apr,Sharjah,Cloud Storage,4,1360.57,733.92,5442.26,2506.59,46.1
2640,Aug,Dubai,Cloud Storage,3,275.92,162.69,827.75,339.68,41.0
2641,Sep,Abu Dhabi,Cloud Storage,21,781.31,460.18,16407.52,6743.64,41.1
2642,Sep,Ajman,Enterprise Software,49,721.35,292.78,35346.2,20999.94,59.4
2643,Feb,Ajman,Security Package,3,560.22,229.13,1680.67,993.27,59.1
2644,Aug,Abu Dhabi,Security Package,1,828.89,348.26,828.89,480.62,58.0
2645,Mar,Sharjah,Security Package,26,583.0,311.36,15158.03,7062.77,46.6
2646,May,Riyadh,Analytics Suite,36,873.74,434.34,31454.68,15818.4,50.3
2647,May,Abu Dhabi,Security Package,22,552.39,344.96,12152.59,4563.52,37.6
2648,Nov,Ajman,Enterprise Software,19,1012.97,518.02,19246.42,9404.07,48.9
2649,Apr,Riyadh,CRM Platform,12,402.85,200.16,4834.18,2432.25,50.3
2650,Apr,Dubai,Cloud Storage,49,1226.37,719.66,60092.26,24829.02,41.3
2651,May,Abu Dhabi,Security Package,24,1034.8,581.52,24835.29,10878.91,43.8
2652,May,Abu Dhabi,Security Package,14,1119.98,534.76,15679.7,8193.03,52.3
2653,Jun,Abu Dhabi,Cloud Storage,14,1099.27,637.56,15389.74,6463.91,42.0
2654,Jul,Sharjah,CRM Platform,39,1556.95,981.19,60720.88,22454.29,37.0
2655,Oct,Ajman,Security Package,19,1631.01,924.38,30989.11,13425.84,43.3
2656,Oct,Abu Dhabi,Enterprise Software,7,1791.94,1098.77,12543.6,4852.23,38.7
2657,Jan,Riyadh,Enterprise Software,18,1874.29,891.9,33737.17,17682.94,52.4
2658,Mar,Ajman,Security Package,7,296.37,134.5,2074.58,1133.08,54.6
2659,Dec,Abu Dhabi,CRM Platform,24,336.98,169.96,8087.5,4008.39,49.6
2660,Jan,Dubai,Analytics Suite,8,743.69,346.32,5949.52,3178.94,53.4
2661,Nov,Abu Dhabi,Enterprise Software,48,1914.36,1145.16,91889.52,36922.07,40.2
2662,Jan,Ajman,Cloud Storage,8,354.97,162.83,2839.77,1537.17,54.1
2663,May,Riyadh,Security Package,18,240.61,130.12,4330.91,1988.72,45.9
2664,Apr,Dubai,Cloud Storage,5,915.57,452.62,4577.85,2314.76,50.6
2665,Jul,Dubai,CRM Platform,30,942.36,606.15,28270.91,10086.3,35.7
2666,Nov,Riyadh,Enterprise Software,5,1926.97,1192.98,9634.86,3669.98,38.1
2667,Apr,Sharjah,CRM Platform,18,243.94,114.16,4390.98,2336.04,53.2
2668,Dec,Abu Dhabi,Cloud Storage,29,1658.64,1076.39,48100.48,16885.22,35.1
2669,Jul,Dubai,Security Package,36,1913.86,999.29,68899.09,32924.68,47.8
2670,May,Abu Dhabi,Enterprise Software,24,359.15,176.64,8619.57,4380.26,50.8
2671,Mar,Ajman,Security Package,24,1385.48,682.79,33251.58,16864.6,50.7
2672,Mar,Riyadh,Security Package,21,1523.35,741.41,31990.37,16420.75,51.3
2673,Jul,Abu Dhabi,Security Package,24,1041.47,507.05,24995.32,12826.11,51.3
2674,Nov,Sharjah,Cloud Storage,49,1800.97,1024.62,88247.64,38041.12,43.1
2675,Jul,Ajman,Analytics Suite,6,1283.87,797.53,7703.24,2918.04,37.9
2676,Nov,Sharjah,Analytics Suite,30,1011.38,540.89,30341.51,14114.78,46.5
2677,Jun,Abu Dhabi,Enterprise Software,33,1852.94,1196.4,61146.94,21665.67,35.4
2678,Jun,Abu Dhabi,Security Package,35,1338.86,784.83,46859.94,19390.71,41.4
2679,Apr,Riyadh,Cloud Storage,45,913.43,553.41,41104.36,16200.84,39.4
2680,Sep,Dubai,Security Package,3,1135.22,617.41,3405.67,1553.44,45.6
2681,Nov,Sharjah,Security Package,11,1531.48,874.48,16846.28,7227.01,42.9
2682,Feb,Sharjah,CRM Platform,21,1517.34,909.23,31864.11,12770.23,40.1
2683,Sep,Riyadh,CRM Platform,43,1674.85,761.67,72018.53,39266.82,54.5
2684,Dec,Sharjah,CRM Platform,49,1978.31,903.01,96937.24,52689.88,54.4
2685,Dec,Ajman,Cloud Storage,49,539.0,215.68,26410.81,15842.55,60.0
2686,Aug,Riyadh,Enterprise Software,10,1848.52,1060.56,18485.19,7879.6,42.6
2687,Jul,Sharjah,Cloud Storage,20,1685.42,902.53,33708.35,15657.81,46.5
2688,Jan,Dubai,Cloud Storage,2,255.98,110.14,511.95,291.67,57.0
2689,Feb,Abu Dhabi,Enterprise Software,17,1014.68,436.05,17249.54,9836.75,57.0
2690,Jan,Sharjah,CRM Platform,45,1275.61,619.68,57402.43,29516.77,51.4
2691,May,Sharjah,Cloud Storage,28,1314.66,828.09,36810.59,13624.01,37.0
2692,Jan,Riyadh,Security Package,44,1084.4,442.3,47713.61,28252.21,59.2
2693,Jan,Sharjah,Analytics Suite,17,1461.14,899.03,24839.32,9555.84,38.5
2694,Feb,Ajman,Security Package,28,1439.46,798.99,40304.99,17933.39,44.5
2695,Jan,Sharjah,CRM Platform,25,269.61,140.7,6740.22,3222.76,47.8
2696,May,Dubai,CRM Platform,35,365.69,168.71,12799.08,6894.26,53.9
2697,Jul,Dubai,CRM Platform,48,807.29,444.74,38749.87,17402.48,44.9
2698,Jun,Ajman,Enterprise Software,20,1194.73,688.17,23894.53,10131.04,42.4
2699,Oct,Ajman,Cloud Storage,27,370.92,211.78,10014.75,4296.77,42.9
2700,Sep,Riyadh,Enterprise Software,29,324.38,144.45,9407.0,5217.98,55.5
2701,Jul,Sharjah,Security Package,35,1376.66,567.43,48183.25,28323.14,58.8
2702,Dec,Riyadh,Enterprise Software,34,1083.98,678.1,36855.26,13799.88,37.4
2703,Jan,Sharjah,Cloud Storage,19,1282.02,649.58,24358.32,12016.37,49.3
2704,Apr,Abu Dhabi,Enterprise Software,31,1075.25,431.63,33332.61,19952.13,59.9
2705,Jan,Abu Dhabi,CRM Platform,20,528.82,256.49,10576.4,5446.66,51.5
2706,Apr,Riyadh,CRM Platform,46,1000.4,575.42,46018.38,19548.84,42.5
2707,Mar,Dubai,Enterprise Software,9,437.6,282.12,3938.38,1399.31,35.5
2708,Jan,Riyadh,Security Package,29,1093.06,654.29,31698.8,12724.4,40.1
2709,Dec,Ajman,Enterprise Software,34,1815.84,893.52,61738.6,31358.76,50.8
2710,Jul,Riyadh,Enterprise Software,31,260.37,132.55,8071.36,3962.45,49.1
2711,Feb,Ajman,Enterprise Software,6,673.0,428.81,4037.98,1465.12,36.3
2712,Jul,Sharjah,CRM Platform,33,1854.69,1162.25,61204.9,22850.6,37.3
2713,Jan,Abu Dhabi,Enterprise Software,11,355.48,158.79,3910.28,2163.56,55.3
2714,Nov,Abu Dhabi,CRM Platform,35,871.97,406.12,30518.96,16304.7,53.4
2715,Oct,Dubai,Cloud Storage,27,408.53,167.47,11030.3,6508.55,59.0
2716,May,Abu Dhabi,Cloud Storage,9,1543.96,768.39,13895.6,6980.07,50.2
2717,Sep,Sharjah,Enterprise Software,1,402.95,228.26,402.95,174.69,43.4
2718,Jan,Riyadh,Security Package,20,1784.69,775.03,35693.85,20193.24,56.6
2719,Apr,Abu Dhabi,CRM Platform,13,1395.27,724.94,18138.45,8714.28,48.0
2720,Mar,Abu Dhabi,Enterprise Software,25,1195.46,665.58,29886.46,13246.95,44.3
2721,Nov,Dubai,Cloud Storage,9,1744.12,761.05,15697.1,8847.66,56.4
2722,Sep,Dubai,CRM Platform,5,1219.08,562.93,6095.42,3280.75,53.8
2723,Apr,Ajman,Analytics Suite,17,931.5,547.81,15835.58,6522.79,41.2
2724,Jul,Dubai,Analytics Suite,2,546.69,317.97,1093.38,457.44,41.8
2725,Aug,Sharjah,CRM Platform,39,1705.47,778.0,66513.35,36171.27,54.4
2726,Oct,Abu Dhabi,CRM Platform,33,1799.74,1010.57,59391.4,26042.52,43.8
2727,Oct,Abu Dhabi,Cloud Storage,34,717.73,425.81,24402.81,9925.24,40.7
2728,Jan,Ajman,Security Package,27,319.4,134.54,8623.83,4991.38,57.9
2729,Jun,Abu Dhabi,Enterprise Software,18,907.88,468.58,16341.86,7907.39,48.4
2730,Sep,Sharjah,Analytics Suite,39,788.76,376.27,30761.56,16087.21,52.3
2731,Aug,Ajman,Security Package,25,1563.35,953.45,39083.8,15247.49,39.0
2732,Nov,Riyadh,Security Package,39,1278.82,762.75,49873.8,20126.37,40.4
2733,Jun,Abu Dhabi,CRM Platform,6,1444.56,930.02,8667.38,3087.26,35.6
2734,Oct,Riyadh,Security Package,41,313.28,174.59,12844.56,5686.54,44.3
2735,Oct,Sharjah,Analytics Suite,33,610.12,385.41,20133.83,7415.19,36.8
